NAME,CEEPR_NAMES,TERRITORIES_TO_MAP,STATES _W_SRVC_TERRITORY,CEEPR_NAMES,ISO/RTO
THREE RIVERS ELECTRIC COOP,,,,,
THUMB ELECTRIC COOP OF MICH,,,,,
THURMONT MUNICIPAL LIGHT CO,,,,,
TIDELAND ELECTRIC MEMBER CORP,,,,,
TILLAMOOK PEOPLES UTILITY DIST,,,,,
TIPMONT RURAL ELEC MEMBER CORP,,,,,
TIPPAH ELECTRIC POWER ASSN,,,,,
TIPTON MUNICIPAL ELECTRIC UTIL,,,,,
TISHOMINGO COUNTY E P A,,,,,
TODD-WADENA ELECTRIC COOP,,,,,
TOHONO O'ODHAM UTILITY AUTHORITY,,,,,
"TOMBIGBEE ELECTRIC COOP, INC",,,,,
TOMBIGBEE ELECTRIC POWER ASSN,,,,,
TONGUE RIVER ELECTRIC COOP INC,,,,,
TONOPAH IRRIGATION DISTRICT,,,,,
TOWN OF ADVANCE - (IN),,,,,
TOWN OF APEX- (NC),,,,,
TOWN OF ARGOS,,,,,
TOWN OF ASHBURNHAM - (MA),,,,,
TOWN OF ASHLAND,,,,,
TOWN OF AVILLA - (IN),,,,,
TOWN OF AYDEN - (NC),,,,,
TOWN OF BAINBRIDGE - (IN),,,,,
TOWN OF BARGERSVILLE - (IN),,,,,
TOWN OF BASIN - (WY),,,,,
TOWN OF BEDFORD - (VA),,,,,
TOWN OF BELHAVEN - (NC),,,,,
TOWN OF BELMONT - (MA),,,,,
TOWN OF BENSON - (NC),,,,,
TOWN OF BERLIN - (MD),,,,,
TOWN OF BLACK CREEK - (NC),,,,,
TOWN OF BLACKSTONE - (VA),,,,,
TOWN OF BOSTIC - (NC),,,,,
TOWN OF BOYCE,,,,,
TOWN OF BOYLSTON - (MA),,,,,
TOWN OF BRAINTREE - (MA),,,,,
TOWN OF BRAMAN - (OK),,,,,
TOWN OF BRINSON - (GA),,,,,
TOWN OF BROOKLYN,,,,,
TOWN OF BROOKSTON - (IN),,,,,
TOWN OF CENTERVILLE - (IN),,,,,
TOWN OF CHALMERS - (IN),,,,,
TOWN OF CHESTER,,,,,
TOWN OF CLAYTON,,,,,
TOWN OF CLAYTON,,,,,
TOWN OF COATESVILLE - (IN),,,,,
TOWN OF CONCORD - (MA),,,,,
TOWN OF CORNELIUS - (NC),,,,,
TOWN OF CRANE - (IN),,,,,
TOWN OF CULPEPER- (VA),,,,,
TOWN OF DALLAS - (NC),,,,,
TOWN OF DANVERS,,,,,
TOWN OF DREXEL - (NC),,,,,
TOWN OF DUNREITH - (IN),,,,,
TOWN OF EATONVILLE - (WA),,,,,
TOWN OF EDENTON - (NC),,,,,
TOWN OF ELKTON,,,,,
TOWN OF ENFIELD - (NC),,,,,
TOWN OF ERWIN - (TN),,,,,
TOWN OF ESTES PARK,,,,,
TOWN OF ETNA GREEN,,,,,
TOWN OF FARMVILLE - (NC),,,,,
TOWN OF FERDINAND - (IN),,,,,
TOWN OF FLEMING - (CO),,,,,
TOWN OF FOREST CITY,,,,,
TOWN OF FORT LARAMIE- (WY),,,,,
TOWN OF FORT SUPPLY - (OK),,,,,
TOWN OF FOUNTAIN - (NC),,,,,
TOWN OF FRANKTON - (IN),,,,,
TOWN OF FREMONT - (NC),,,,,
TOWN OF FRONT ROYAL,,,,,
TOWN OF GEORGETOWN - (MA),,,,,
TOWN OF GRANADA - (CO),,,,,
TOWN OF GRANITE FALLS - (NC),,,,,
TOWN OF GROTON - (MA),,,,,
TOWN OF GROVELAND - (MA),,,,,
TOWN OF GUERNSEY - (WY),,,,,
TOWN OF GUEYDAN,,,,,
TOWN OF HAMILTON - (NC),,,,,
TOWN OF HARDWICK,,,,,
TOWN OF HAXTUN - (CO),,,,,
TOWN OF HIGH POINT,,,,,
TOWN OF HOBGOOD,,,,,
TOWN OF HOLDEN - (MA),,,,,
TOWN OF HOLDEN - (UT),,,,,
TOWN OF HOLLY - (CO),,,,,
TOWN OF HOOKERTON - (NC),,,,,
TOWN OF HUDSON - (MA),,,,,
TOWN OF HUNTERSVILLE - (NC),,,,,
TOWN OF IPSWICH - (MA),,,,,
TOWN OF JAMESTOWN - (IN),,,,,
TOWN OF KINGSFORD HEIGHTS,,,,,
TOWN OF KNIGHTSTOWN - (IN),,,,,
TOWN OF LA GRANGE - (NC),,,,,
TOWN OF LADOGA - (IN),,,,,
TOWN OF LANDIS - (NC),,,,,
TOWN OF LANGFORD- (SD),,,,,
TOWN OF LAVERNE - (OK),,,,,
TOWN OF LINGLE - (WY),,,,,
TOWN OF LITTLETON - (MA),,,,,
TOWN OF LITTLETON - (NH),,,,,
TOWN OF LOUISBURG - (NC),,,,,
TOWN OF LUCAMA - (NC),,,,,
TOWN OF LUSK - (WY),,,,,
TOWN OF LYONS - (CO),,,,,
TOWN OF MACCLESFIELD - (NC),,,,,
TOWN OF MADISON - (ME),,,,,
TOWN OF MAIDEN - (NC),,,,,
TOWN OF MANILLA - (IA),,,,,
TOWN OF MANNFORD - (OK),,,,,
TOWN OF MANSFIELD - (MA),,,,,
TOWN OF MARBLEHEAD - (MA),,,,,
TOWN OF MASSENA - (NY),,,,,
TOWN OF MCCORMICK - (SC),,,,,
TOWN OF MERRIMAC - (MA),,,,,
TOWN OF MIDDLEBOROUGH - (MA),,,,,
TOWN OF MIDDLETON,,,,,
TOWN OF MIDDLETOWN - (DE),,,,,
TOWN OF MIDDLETOWN - (IN),,,,,
TOWN OF MONTEZUMA - (IN),,,,,
TOWN OF MURPHY - (NC),,,,,
TOWN OF NEW CARLISLE- (IN),,,,,
TOWN OF NORTH ATTLEBOROUGH - (MA),,,,,
TOWN OF OAK CITY - (NC),,,,,
TOWN OF OAK CITY - (UT),,,,,
TOWN OF OAK CREEK - (CO),,,,,
TOWN OF PAOLI,,,,,
TOWN OF PARAGONAH - (UT),,,,,
TOWN OF PAXTON - (MA),,,,,
TOWN OF PENDLETON - (IN),,,,,
TOWN OF PICKSTOWN - (SD),,,,,
TOWN OF PIKEVILLE - (NC),,,,,
TOWN OF PINETOPS - (NC),,,,,
TOWN OF PINEVILLE - (NC),,,,,
TOWN OF PITTSBORO - (IN),,,,,
TOWN OF PRINCETON - (MA),,,,,
TOWN OF PROSPERITY - (SC),,,,,
TOWN OF READING - (MA),,,,,
TOWN OF RED SPRINGS - (NC),,,,,
TOWN OF RICHLANDS - (VA),,,,,
TOWN OF ROCKVILLE - (IN),,,,,
TOWN OF ROWLEY - (MA),,,,,
TOWN OF RUSTON - (WA),,,,,
TOWN OF RYAN - (OK),,,,,
TOWN OF SCOTLAND NECK - (NC),,,,,
TOWN OF SELMA - (NC),,,,,
TOWN OF SHARPSBURG - (NC),,,,,
TOWN OF SHREWSBURY - (MA),,,,,
TOWN OF SMITHFIELD - (NC),,,,,
TOWN OF SMYRNA - (DE),,,,,
TOWN OF SOUTH COFFEYVILLE - (OK),,,,,
TOWN OF SOUTH HADLEY - (MA),,,,,
TOWN OF SOUTH WHITLEY - (IN),,,,,
TOWN OF SPICELAND - (IN),,,,,
TOWN OF SPIRO - (OK),,,,,
TOWN OF SPRINGER - (NM),,,,,
TOWN OF STANTONSBURG - (NC),,,,,
TOWN OF STEILACOOM,,,,,
TOWN OF STERLING - (MA),,,,,
TOWN OF STOWE- (VT),,,,,
TOWN OF STRAUGHN - (IN),,,,,
TOWN OF TARBORO - (NC),,,,,
TOWN OF TEMPLETON - (MA),,,,,
TOWN OF THATCHER- (AZ),,,,,
TOWN OF VEEDERSBURG - (IN),,,,,
TOWN OF VIDALIA - (LA),,,,,
TOWN OF VINTON - (LA),,,,,
TOWN OF WAKE FOREST - (NC),,,,,
TOWN OF WAKEFIELD - (MA),,,,,
TOWN OF WAKEFIELD - (VA),,,,,
TOWN OF WALKERTON - (IN),,,,,
TOWN OF WALLINGFORD - (CT),,,,,
TOWN OF WALSTONBURG,,,,,
TOWN OF WARREN - (IN),,,,,
TOWN OF WAYNESVILLE - (NC),,,,,
TOWN OF WELLESLEY - (MA),,,,,
TOWN OF WELSH - (LA),,,,,
TOWN OF WEST BOYLSTON - (MA),,,,,
TOWN OF WESTFIELD - (IA),,,,,
TOWN OF WHEATLAND - (WY),,,,,
TOWN OF WICKENBURG,,,,,
TOWN OF WILLIAMSPORT - (MD),,,,,
TOWN OF WINAMAC - (IN),,,,,
TOWN OF WINDSOR- (NC),,,,,
TOWN OF WINNSBORO - (SC),,,,,
TOWN OF WOLFEBORO - (NH),,,,,
"TRAVERSE ELECTRIC COOP, INC",,,,,
TRENTON MUNICIPAL UTILITIES - (MO),,,,,
TRICO ELECTRIC COOPERATIVE INC,,,,,
TRI-COUNTY ELEC MEMBER CORP (GA),,,,,
TRI-COUNTY ELEC MEMBER CORP (NC),,,,,
TRI-COUNTY ELEC MEMBER CORP (TN),,,,,
TRI-COUNTY ELECTRIC COOP (MI),,,,,
TRI-COUNTY ELECTRIC COOP ASSN (MO),,,,,
"TRI-COUNTY ELECTRIC COOP, INC (FL)",,,,,
"TRI-COUNTY ELECTRIC COOP, INC (IL)",,,,,
"TRI-COUNTY ELECTRIC COOP, INC (OK)",,,,,
"TRI-COUNTY ELECTRIC COOP, INC (SC)",,,,,
"TRI-COUNTY ELECTRIC COOP, INC (TX)",,,,,
TRI-COUNTY RURAL ELEC COOP INC (PA),,,,,
"TRICOUNTY RURAL ELEC COOP, INC",,,,,
TRINITY PUBLIC UTILITIES DIST,,,,,
TRINITY VALLEY ELEC COOP INC,,,,,
TRI-STATE ELECTRIC MEMBER CORP,,,,,
TRUCKEE DONNER P U D,,,,,
TRUMAN PUBLIC UTILITIES COMM,,,,,
TUCSON ELECTRIC POWER CO,,,,,
TULLAHOMA BOARD-PUBLIC UTILS,,,,,
TUNTUTULIAK COMM SERVICES ASSN,,,,,
TUOLUMNE COUNTY PUB POWER AGNY,,,,,
TURLOCK IRRIGATION DISTRICT,,,,,
TWIN COUNTY ELECTRIC PWR ASSN,,,,,
TWIN VALLEY ELECTRIC COOP INC,,,,,
TWIN VALLEYS PUBLIC POWER DIST,,,,,
TWO RIVERS WATER & LIGHT,,,,,
"UGI UTILITIES, INC",,,,,
UMATILLA ELECTRIC COOP ASSN,,,,,
UMPQUA INDIAN UTILITY COOPERATIVE,,,,,
UNALAKLEET VALLEY ELEC COOP,,,,,
UNION COUNTY ELECTRIC COOP INC,,,,,
UNION ELECTRIC CO - (MO),,,,,
UNION ELECTRIC MEMBERSHIP CORP - (NC),,,,,
"UNION RURAL ELECTRIC COOP, INC",,,,,
UNITED ELECTRIC COOP SERVICE INC - (TX),,,,,
"UNITED ELECTRIC CO-OP, INC - (ID)",,,,,
"UNITED ELECTRIC COOP, INC - (MO)",,,,,
"UNITED ELECTRIC COOP, INC - (PA)",,,,,
UNITED ILLUMINATING CO,,,,,
"UNITED POWER, INC",,,,,
UNITIL ENERGY SYSTEMS,,,,,
"UNS ELECTRIC, INC",,,,,
UPPER CUMBERLAND E M C,,,,,
UPPER MICHIGAN ENERGY RESOURCES CORP.,,,,,
UPPER PENINSULA POWER COMPANY,,,,,
UPSHUR RURAL ELEC COOP CORP,,,,,
UPSON ELEC MEMBER CORP,,,,,
USBIA-MISSION VALLEY POWER,,,,,
USBIA-SAN CARLOS PROJECT,,,,,
UTILITIES DIST-WESTERN IN REMC,,,,,
"UTILITY BOARD OF THE CITY OF KEY WEST, F",,,,,
"VALLEY ELECTRIC ASSN, INC",,,,,
VALLEY RURAL ELECTRIC COOP INC,,,,,
VAN BUREN LIGHT & POWER DIST,,,,,
VERA IRRIGATION DISTRICT #15,,,,,
VERDIGRIS VALLEY ELEC COOP INC,,,,,
VERENDRYE ELECTRIC COOP INC,,,,,
"VERMONT ELECTRIC COOPERATIVE, INC",,,,,
VERNON ELECTRIC COOP,,,,,
VERSANT POWER,,,,,
"VICTORIA ELECTRIC COOP, INC",,,,,
VICTORY ELECTRIC COOP ASSN INC,,,,,
"VIGILANTE ELECTRIC COOP, INC",,,,,
VILLAGE OF AKRON - (NY),,,,,
VILLAGE OF ANDOVER - (NY),,,,,
VILLAGE OF ANGELICA - (NY),,,,,
VILLAGE OF ARCADE - (NY),,,,,
VILLAGE OF ARCADIA - (OH),,,,,
VILLAGE OF ARNOLD - (NE),,,,,
VILLAGE OF BANGOR - (WI),,,,,
VILLAGE OF BARAGA - (MI),,,,,
VILLAGE OF BARTLEY - (NE),,,,,
VILLAGE OF BEACH CITY - (OH),,,,,
VILLAGE OF BELMONT - (WI),,,,,
VILLAGE OF BENTON - (WI),,,,,
VILLAGE OF BERGEN - (NY),,,,,
VILLAGE OF BETHANY - (IL),,,,,
VILLAGE OF BETHEL - (OH),,,,,
VILLAGE OF BLACK EARTH - (WI),,,,,
VILLAGE OF BLANCHESTER - (OH),,,,,
VILLAGE OF BLOOMDALE - (OH),,,,,
VILLAGE OF BOONVILLE - (NY),,,,,
VILLAGE OF BRADNER - (OH),,,,,
VILLAGE OF BRADSHAW - (NE),,,,,
VILLAGE OF BRAINARD - (NE),,,,,
VILLAGE OF BREWSTER - (OH),,,,,
VILLAGE OF BROCTON - (NY),,,,,
VILLAGE OF CADOTT - (WI),,,,,
VILLAGE OF CALLAWAY - (NE),,,,,
VILLAGE OF CAMPBELL - (NE),,,,,
VILLAGE OF CAREY - (OH),,,,,
VILLAGE OF CASHTON - (WI),,,,,
VILLAGE OF CASTILE - (NY),,,,,
VILLAGE OF CHATHAM - (IL),,,,,
VILLAGE OF CHELSEA - (MI),,,,,
VILLAGE OF CHESTER - (NE),,,,,
VILLAGE OF CHURCHVILLE - (NY),,,,,
VILLAGE OF CLINTON - (MI),,,,,
VILLAGE OF CYGNET - (OH),,,,,
VILLAGE OF DAGGETT - (MI),,,,,
VILLAGE OF DAVENPORT - (NE),,,,,
VILLAGE OF DE WITT - (NE),,,,,
VILLAGE OF DECATUR - (NE),,,,,
VILLAGE OF DESHLER - (OH),,,,,
VILLAGE OF DORCHESTER - (NE),,,,,
VILLAGE OF EDGERTON - (OH),,,,,
VILLAGE OF ELDORADO - (OH),,,,,
VILLAGE OF ELK CREEK - (NE),,,,,
VILLAGE OF ELMORE - (OH),,,,,
VILLAGE OF ENDICOTT - (NE),,,,,
VILLAGE OF ENDICOTT - (NY),,,,,
VILLAGE OF ENOSBURG FALLS - (VT),,,,,
VILLAGE OF FAIRMONT - (NE),,,,,
VILLAGE OF FAIRPORT - (NY),,,,,
VILLAGE OF FRANKFORT - (NY),,,,,
VILLAGE OF FREEBURG - (IL),,,,,
VILLAGE OF FREEPORT - (NY),,,,,
VILLAGE OF GENOA - (OH),,,,,
VILLAGE OF GEORGETOWN - (OH),,,,,
VILLAGE OF GLOUSTER - (OH),,,,,
VILLAGE OF GRAFTON - (OH),,,,,
VILLAGE OF GREEN ISLAND - (NY),,,,,
VILLAGE OF GREENE - (NY),,,,,
VILLAGE OF GREENPORT - (NY),,,,,
VILLAGE OF GREENUP - (IL),,,,,
VILLAGE OF GREENWICH - (OH),,,,,
VILLAGE OF GREENWOOD - (NE),,,,,
VILLAGE OF GRESHAM - (WI),,,,,
VILLAGE OF GROTON - (NY),,,,,
VILLAGE OF HAMERSVILLE - (OH),,,,,
VILLAGE OF HAMILTON - (NY),,,,,
VILLAGE OF HAMPTON - (NE),,,,,
VILLAGE OF HASKINS - (OH),,,,,
VILLAGE OF HAZEL GREEN - (WI),,,,,
VILLAGE OF HEMINGFORD - (NE),,,,,
VILLAGE OF HILDRETH - (NE),,,,,
VILLAGE OF HOLLEY - (NY),,,,,
VILLAGE OF HYDE PARK - (VT),,,,,
VILLAGE OF ILION - (NY),,,,,
VILLAGE OF JACKSON CENTER - (OH),,,,,
VILLAGE OF JACKSONVILLE - (VT),,,,,
VILLAGE OF JOHNSON - (VT),,,,,
VILLAGE OF LADD - (IL),,,,,
VILLAGE OF LAKEVIEW - (OH),,,,,
VILLAGE OF L'ANSE - (MI),,,,,
VILLAGE OF LITTLE VALLEY - (NY),,,,,
VILLAGE OF LODI - (OH),,,,,
VILLAGE OF LUCAS - (OH),,,,,
VILLAGE OF LUDLOW - (VT),,,,,
VILLAGE OF LYMAN - (NE),,,,,
VILLAGE OF LYNDONVILLE - (VT),,,,,
VILLAGE OF MARATHON - (NY),,,,,
VILLAGE OF MARSHALLVILLE - (OH),,,,,
VILLAGE OF MAYVILLE - (NY),,,,,
VILLAGE OF MAZOMANIE - (WI),,,,,
VILLAGE OF MERRILLAN - (WI),,,,,
VILLAGE OF MILAN - (OH),,,,,
VILLAGE OF MINSTER - (OH),,,,,
VILLAGE OF MONROEVILLE - (OH),,,,,
VILLAGE OF MONTPELIER - (OH),,,,,
VILLAGE OF MORRILL - (NE),,,,,
VILLAGE OF MORRISVILLE - (VT),,,,,
VILLAGE OF MT. HOREB - (WI),,,,,
VILLAGE OF MULLEN - (NE),,,,,
VILLAGE OF MUSCODA - (WI),,,,,
VILLAGE OF NEW BREMEN - (OH),,,,,
VILLAGE OF NEW GLARUS - (WI),,,,,
VILLAGE OF NEW KNOXVILLE - (OH),,,,,
VILLAGE OF NORTHFIELD - (VT),,,,,
VILLAGE OF OAK HARBOR - (OH),,,,,
VILLAGE OF OBETZ - (OH),,,,,
VILLAGE OF OHIO CITY - (OH),,,,,
VILLAGE OF ORLEANS - (VT),,,,,
VILLAGE OF OXFORD - (NE),,,,,
VILLAGE OF PARDEEVILLE - (WI),,,,,
VILLAGE OF PAW PAW - (MI),,,,,
VILLAGE OF PEMBERVILLE - (OH),,,,,
VILLAGE OF PENN YAN - (NY),,,,,
VILLAGE OF PHILADELPHIA - (NY),,,,,
VILLAGE OF PIONEER - (OH),,,,,
VILLAGE OF PLYMOUTH - (OH),,,,,
VILLAGE OF POLK - (NE),,,,,
VILLAGE OF PRAGUE - (NE),,,,,
VILLAGE OF PRAIRIE DU SAC - (WI),,,,,
VILLAGE OF RANTOUL - (IL),,,,,
VILLAGE OF REPUBLIC - (OH),,,,,
VILLAGE OF REYNOLDS - (NE),,,,,
VILLAGE OF RICHMONDVILLE - (NY),,,,,
VILLAGE OF RIPLEY - (OH),,,,,
VILLAGE OF RIVERTON - (IL),,,,,
VILLAGE OF ROCKVILLE CENTRE - (NY),,,,,
VILLAGE OF ROUSES POINT - (NY),,,,,
VILLAGE OF SAUK CITY - (WI),,,,,
VILLAGE OF SEBEWAING - (MI),,,,,
VILLAGE OF SHERBURNE - (NY),,,,,
VILLAGE OF SHICKLEY - (NE),,,,,
VILLAGE OF SHILOH - (OH),,,,,
VILLAGE OF SILVER SPRINGS - (NY),,,,,
VILLAGE OF SKANEATELES - (NY),,,,,
VILLAGE OF SOLVAY - (NY),,,,,
VILLAGE OF SPALDING - (NE),,,,,
VILLAGE OF SPENCERPORT - (NY),,,,,
VILLAGE OF SPRINGVILLE - (NY),,,,,
VILLAGE OF STRATFORD - (WI),,,,,
VILLAGE OF SWANTON - (VT),,,,,
VILLAGE OF SYCAMORE - (OH),,,,,
VILLAGE OF TALMAGE - (NE),,,,,
VILLAGE OF THERESA - (NY),,,,,
VILLAGE OF TONTOGANY - (OH),,,,,
VILLAGE OF TREMPEALEAU - (WI),,,,,
VILLAGE OF TUPPER LAKE - (NY),,,,,
VILLAGE OF UNION CITY - (MI),,,,,
VILLAGE OF VERSAILLES - (OH),,,,,
VILLAGE OF VIOLA - (WI),,,,,
VILLAGE OF WALTHILL - (NE),,,,,
VILLAGE OF WATKINS GLEN - (NY),,,,,
VILLAGE OF WAUNAKEE - (WI),,,,,
VILLAGE OF WAUNETA - (NE),,,,,
VILLAGE OF WAYNESFIELD - (OH),,,,,
VILLAGE OF WELLINGTON - (OH),,,,,
VILLAGE OF WELLSVILLE - (NY),,,,,
VILLAGE OF WESTFIELD - (NY),,,,,
VILLAGE OF WHARTON - (OH),,,,,
VILLAGE OF WILCOX - (NE),,,,,
VILLAGE OF WINNETKA - (IL),,,,,
VILLAGE OF WINSIDE - (NE),,,,,
VILLAGE OF WOODVILLE - (OH),,,,,
VILLAGE OF YELLOW SPRINGS - (OH),,,,,
VINTON PUBLIC POWER AUTHORITY,,,,,
VIRGIN ISLANDS WATER & POWER AUTHORITY,,,,,
VIRGINIA ELECTRIC & POWER CO,,,,,
VIRGINIA TECH ELECTRIC SERVICE,,,,,
VOLUNTEER ELECTRIC COOP,,,,,
WAGONER PUBLIC WORKS AUTHORITY,,,,,
WAKE ELECTRIC MEMBERSHIP CORP,,,,,
WALTERS PUBLIC WORKS AUTHORITY,,,,,
WALTON ELECTRIC MEMBER CORP,,,,,
WAPA-- WESTERN AREA POWER ADMINISTRATION,,,,,
WARREN COUNTY RURAL E M C,,,,,
WARREN ELECTRIC COOP INC,,,,,
WARREN RURAL ELEC COOP CORP,,,,,
"WASCO ELECTRIC COOP, INC",,,,,
WASHINGTON ELEC MEMBER CORP,,,,,
WASHINGTON ELECTRIC COOP - (OH),,,,,
WASHINGTON ELECTRIC COOP - (VT),,,,,
"WASHINGTON ISLAND EL COOP, INC",,,,,
"WASHINGTON-ST TAMMANY E C, INC",,,,,
WATERLOO LIGHT & WATER COMM,,,,,
WATERTOWN MUNICIPAL UTILITIES,,,,,
WAUPUN UTILITIES,,,,,
WAVERLY MUNICIPAL ELEC UTILITY,,,,,
WAYNE-WHITE COUNTIES ELEC COOP,,,,,
WEAKLEY COUNTY MUN ELEC SYS,,,,,
WEATHERFORD MUN UTILITY SYSTEM,,,,,
WEBSTER ELECTRIC COOP,,,,,
WELLS RURAL ELECTRIC CO,,,,,
WELLSBOROUGH ELECTRIC CO,,,,,
WELLTON-MOHAWK IRR & DRAIN DIST,,,,,
WEST CENTRAL ELECTRIC COOP INC - (MO),,,,,
WEST CENTRAL ELECTRIC COOP INC - (SD),,,,,
"WEST FLORIDA EL COOP ASSN, INC",,,,,
WEST KENTUCKY RURAL E C C,,,,,
WEST OREGON ELECTRIC COOP INC,,,,,
WEST PENN POWER COMPANY,,,,,
WEST POINT UTILITY SYSTEM,,,,,
WEST RIVER ELECTRIC ASSN INC,,,,,
WESTERN COOP ELECTRIC ASSN INC,,,,,
WESTERN ILLINOIS ELEC COOP,,,,,
WESTERN INDIANA ENERGY REMC,,,,,
WESTERN IOWA POWER COOP,,,,,
WESTFIELD ELECTRIC COMPANY,,,,,
"WHARTON COUNTY ELEC COOP, INC",,,,,
WHEAT BELT PUBLIC POWER DIST,,,,,
"WHEATLAND ELECTRIC COOP, INC",,,,,
"WHEATLAND RURAL ELEC ASSN, INC",,,,,
WHEELING POWER CO,,,,,
WHETSTONE VALLEY ELEC COOP INC,,,,,
"WHITE RIVER ELECTRIC ASSN, INC",,,,,
WHITE RIVER VALLEY EL COOP INC,,,,,
WHITEHALL ELECTRIC UTILITY,,,,,
WHITEWATER VALLEY RURAL EMC,,,,,
"WILD RICE ELECTRIC COOP, INC",,,,,
WILLIAMSTOWN UTILITY COMM,,,,,
WILLMAR MUNICIPAL UTILITIES,,,,,
WILLWOOD LIGHT & POWER COMPANY,,,,,
WINNER MUNICIPAL UTILITY,,,,,
"WIREGRASS ELECTRIC COOP, INC",,,,,
WISCONSIN DELLS ELECTRIC UTIL,,,,,
WISCONSIN ELECTRIC POWER CO,,,,,
WISCONSIN POWER & LIGHT CO,,,,,
WISCONSIN PUBLIC SERVICE CORP,,,,,
WISCONSIN RAPIDS W W & L COMM,,,,,
WISE ELECTRIC COOP INC,,,,,
WITHLACOOCHEE RIVER ELEC COOP,,,,,
WOLVERINE POWER SUPPLY COOP,,,,,
WONEWOC ELECTRIC & WATER UTIL,,,,,
"WOOD COUNTY ELECTRIC COOP, INC",,,,,
WOODBURY COUNTY RURAL E C A,,,,,
WOODRUFF ELECTRIC COOP CORP,,,,,
WPPI ENERGY,,,,,
WRIGHT-HENNEPIN COOP ELEC ASSN,,,,,
WYANDOTTE MUNICIPAL SERV COMM,,,,,
WYRULEC COMPANY,,,,,
YAMPA VALLEY ELECTRIC ASSN INC,,,,,
YAZOO VALLEY ELEC POWER ASSN,,,,,
YELLOWSTONE VALLEY ELEC CO-OP,,,,,
YORK ELECTRIC COOP INC,,,,,
Y-W ELECTRIC ASSN INC,,,,,
